Sample #,RandomID,Hair ID,Rapid Genomics ID,Site ID,Week,Check Date,Strand,Sample Quality,DNR ID,Database ID,PIT Tag,Bear,Sex,Year,Date,County,Region,What,Plate,Follicles,Abnormalitiy?,Comments,Address,Latitude,Longitude,,
874,874,383-24,UGA_173101_P010_WA08,HS 066,1,6/12/24,B,10+,,,,,,2024,6/12/24,Bleckley,CGA,Hair Snare,10,15,,,,32.42799,-83.46671,,
875,875,384-24,UGA_173101_P010_WB08,HS 051,3,6/27/24,T,10+,,,,,,2024,6/27/24,Houston,CGA,Hair Snare,10,16,,,,32.50791,-83.54721,,
876,876,385-24,UGA_173101_P010_WD08,HS 027,2,6/20/24,T,10+,,,,,,2024,6/20/24,Houston,CGA,Hair Snare,10,13,,,,32.44472,-83.50545,,
877,877,386-24,UGA_173101_P010_WE08,HS 046,4,7/4/24,T,10+,,,,,,2024,7/4/24,Houston,CGA,Hair Snare,10,16,,,,32.50079,-83.56544,,
878,878,387-24,UGA_173101_P010_WF08,HS 099,1,6/10/24,B,10+,,,,,,2024,6/10/24,Twiggs,CGA,Hair Snare,10,15,,,,32.52798,-83.47260,,
879,879,388-24,UGA_173101_P010_WG08,HS 024,6,7/18/24,B,10+,,,,,,2024,7/18/24,Houston,CGA,Hair Snare,10,14,,,,32.42724,-83.49291,,
880,880,389-24,UGA_173101_P010_WC08,HS 039,7,7/25/24,B,10+,,,,,,2024,7/25/24,Houston,CGA,Hair Snare,10,13,,,,32.47887,-83.57343,,
880,880,389-24,UGA_173101_P010_WH08,HS 039,7,7/25/24,B,10+,,,,,,2024,7/25/24,Houston,CGA,Hair Snare,10,13,,,,32.47887,-83.57343,,
881,881,390-24,UGA_173101_P010_WA09,HS 027,1,6/13/24,B,10+,,,,,,2024,6/13/24,Houston,CGA,Hair Snare,10,20,,,,32.44472,-83.50545,,
882,882,391-24,UGA_173101_P010_WB09,HS 037,7,7/25/24,T,10+,,,,,,2024,7/25/24,Houston,CGA,Hair Snare,10,20,,,,32.47273,-83.53941,,
883,883,392-24,UGA_173101_P010_WC09,HS 051,1,6/13/24,T,10+,,,,,,2024,6/13/24,Houston,CGA,Hair Snare,10,12,,,,32.50791,-83.54721,,
884,884,393-24,UGA_173101_P010_WD09,HS 042,6,7/18/24,B,6 to 10,,,,,,2024,7/18/24,Houston,CGA,Hair Snare,10,12,,,,32.48712,-83.55912,,
885,885,394-24,UGA_173101_P010_WE09,HS 042,4,7/4/24,B,10+,,,,,,2024,7/4/24,Houston,CGA,Hair Snare,10,20,,,,32.48712,-83.55912,,
886,886,395-24,UGA_173101_P010_WF09,HS 086,4,7/3/24,B,6 to 10,,,,,,2024,7/3/24,Twiggs,CGA,Hair Snare,10,13,,,,32.50180,-83.48859,,
887,887,396-24,UGA_173101_P010_WG09,HS 027,2,6/20/24,T,10+,,,,,,2024,6/20/24,Houston,CGA,Hair Snare,10,20,,,,32.44472,-83.50545,,
888,888,397-24,UGA_173101_P010_WF06,HS 123,6,7/16/24,T,10+,,,,,,2024,7/16/24,Twiggs,CGA,Hair Snare,10,20,,,,32.57586,-83.44059,,
888,888,397-24,UGA_173101_P010_WH09,HS 123,6,7/16/24,T,10+,,,,,,2024,7/16/24,Twiggs,CGA,Hair Snare,10,20,,,,32.57586,-83.44059,,
889,889,398-24,UGA_173101_P010_WB10,HS 066,7,7/24/24,B,6 to 10,,,,,,2024,7/24/24,Bleckley,CGA,Hair Snare,10,14,,,,32.42799,-83.46671,,
890,890,399-24,UGA_173101_P010_WC10,HS 045,5,7/11/24,B,6 to 10,,,,,,2024,7/11/24,Houston,CGA,Hair Snare,10,4,,,,32.49782,-83.57367,,
891,891,400-24,UGA_173101_P010_WD10,HS 042,4,7/4/24,T,10+,,,,,,2024,7/4/24,Houston,CGA,Hair Snare,10,UNK,,,,32.48712,-83.55912,,
892,892,401-24,UGA_173101_P010_WE10,HS 029,1,6/13/24,B,6 to 10,,,,,,2024,6/13/24,Houston,CGA,Hair Snare,10,UNK,,,,32.45940,-83.55615,,
893,893,402-24,UGA_173101_P010_WF10,HS 030,7,7/25/24,T,10+,,,,,,2024,7/25/24,Houston,CGA,Hair Snare,10,UNK,,,,32.45655,-83.54399,,
894,894,403-24,UGA_173101_P010_WH10,HS 038,3,6/27/24,B,10+,,,,,,2024,6/27/24,Houston,CGA,Hair Snare,10,UNK,,,,32.47396,-83.50776,,
895,895,404-24,UGA_173101_P010_WA11,HS 142,2,6/18/24,T,6 to 10,,,,,,2024,6/18/24,Twiggs,CGA,Hair Snare,10,5,,,,32.60973,-83.44509,,
896,896,405-24,UGA_173101_P010_WB11,HS 038,3,6/27/24,B,10+,,,,,,2024,6/27/24,Houston,CGA,Hair Snare,10,10,,,,32.47396,-83.50776,,
897,897,406-24,UGA_173101_P010_WC11,HS 051,3,6/27/24,T,10+,,,,,,2024,6/27/24,Houston,CGA,Hair Snare,10,10,,,,32.50791,-83.54721,,
898,898,407-24,UGA_173101_P010_WD11,HS 047,4,7/4/24,T,10+,,,,,,2024,7/4/24,Houston,CGA,Hair Snare,10,8,,,,32.49640,-83.55613,,
898,898,407-24,UGA_173101_P010_WG10,HS 047,4,7/4/24,T,10+,,,,,,2024,7/4/24,Houston,CGA,Hair Snare,10,8,,,,32.49640,-83.55613,,
899,899,408-24,UGA_173101_P010_WE11,HS 024,2,6/20/24,B,10+,,,,,,2024,6/20/24,Houston,CGA,Hair Snare,10,11,,,,32.42724,-83.49291,,
900,900,409-24,UGA_173101_P010_WF11,HS 031,7,7/25/24,B,6 to 10,,,,,,2024,7/25/24,Houston,CGA,Hair Snare,10,5,,,,32.45188,-83.53431,,
901,901,410-24,UGA_173101_P010_WG11,HS 110,2,6/17/24,T,6 to 10,,,,,,2024,6/17/24,Twiggs,CGA,Hair Snare,10,7,,,,32.54697,-83.47593,,
902,902,411-24,UGA_173101_P010_WH11,HS 042,4,7/4/24,T,10+,,,,,,2024,7/4/24,Houston,CGA,Hair Snare,10,13,,,,32.48712,-83.55912,,
903,903,412-24,UGA_173101_P010_WA12,HS 044,6,7/18/24,T,10+,,,,,,2024,7/18/24,Houston,CGA,Hair Snare,10,14,,,,32.48715,-83.51058,,
904,904,413-24,UGA_173101_P010_WB12,HS 045,3,6/27/24,T,10+,,,,,,2024,6/27/24,Houston,CGA,Hair Snare,10,10,,,,32.49782,-83.57367,,
905,905,414-24,UGA_173101_P010_WC12,HS 025,1,6/13/24,B,10+,,,,,,2024,6/13/24,Houston,CGA,Hair Snare,10,6,,,,32.43851,-83.49664,,
906,906,415-24,UGA_173101_P010_WD12,HS 051,2,6/20/24,T,10+,,,,,,2024,6/20/24,Houston,CGA,Hair Snare,10,8,,,,32.50791,-83.54721,,
907,907,416-24,UGA_173101_P010_WE12,HS 032,7,7/25/24,B,10+,,,,,,2024,7/25/24,Houston,CGA,Hair Snare,10,10,,,,32.45173,-83.51407,,
908,908,417-24,UGA_173101_P010_WF12,HS 045,3,6/27/24,B,10+,,,,,,2024,6/27/24,Houston,CGA,Hair Snare,10,12,,,,32.49782,-83.57367,,
909,909,418-24,UGA_173101_P010_WG12,HS 027,4,7/4/24,B,10+,,,,,,2024,7/4/24,Houston,CGA,Hair Snare,10,15,,,,32.44472,-83.50545,,
910,910,419-24,UGA_173101_P010_WH12,HS 096,5,7/8/24,T,10+,,,,,,2024,7/8/24,Twiggs,CGA,Hair Snare,10,18,,,,32.51902,-83.43392,,
911,911,420-24,UGA_173101_P011_WA01,HS 042,7,7/25/24,B,10+,,,,,,2024,7/25/24,Houston,CGA,Hair Snare,11,26,,,,32.48712,-83.55912,,
912,912,421-24,UGA_173101_P011_WB01,HS 032,6,7/18/24,B,10+,,,,,,2024,7/18/24,Houston,CGA,Hair Snare,11,13,,,,32.45173,-83.51407,,
913,913,422-24,UGA_173101_P011_WC01,HS 044,6,7/18/24,T,6 to 10,,,,,,2024,7/18/24,Houston,CGA,Hair Snare,11,14,,,,32.48715,-83.51058,,
914,914,423-24,UGA_173101_P011_WA02,HS 085,5,7/10/24,T,10+,,,,,,2024,7/10/24,Twiggs,CGA,Hair Snare,11,28,,,,32.50086,-83.50836,,
914,914,423-24,UGA_173101_P011_WD01,HS 085,5,7/10/24,T,10+,,,,,,2024,7/10/24,Twiggs,CGA,Hair Snare,11,28,,,,32.50086,-83.50836,,
915,915,424-24,UGA_173101_P011_WE01,HS 051,2,6/20/24,T,6 to 10,,,,,,2024,6/20/24,Houston,CGA,Hair Snare,11,8,,Not Good Follicles,,32.50791,-83.54721,,
916,916,425-24,UGA_173101_P011_WF01,HS 085,2,6/19/24,B,6 to 10,,,,,,2024,6/19/24,Twiggs,CGA,Hair Snare,11,12,,,,32.50086,-83.50836,,
917,917,426-24,UGA_173101_P011_WG01,HS 045,5,7/11/24,T,10+,,,,,,2024,7/11/24,Houston,CGA,Hair Snare,11,17,,,,32.49782,-83.57367,,
918,918,427-24,UGA_173101_P011_WH01,HS 050,5,7/10/24,T,10+,,,,,,2024,7/10/24,Houston,CGA,Hair Snare,11,24,,,,32.50752,-83.55628,,
919,919,428-24,UGA_173101_P011_WB02,HS 029,6,7/18/24,T,6 to 10,,,,,,2024,7/18/24,Houston,CGA,Hair Snare,11,8,,Not Good Follicles,,32.45940,-83.55615,,
920,920,429-24,UGA_173101_P011_WC02,HS 033,7,7/25/24,B,6 to 10,,,,,,2024,7/25/24,Houston,CGA,Hair Snare,11,7,,,,32.45800,-83.52334,,
921,921,430-24,UGA_173101_P011_WD02,HS 051,2,6/20/24,T,6 to 10,,,,,,2024,6/20/24,Houston,CGA,Hair Snare,11,8,,,,32.50791,-83.54721,,
922,922,431-24,UGA_173101_P011_WE02,HS 065,1,6/12/24,T,6 to 10,,,,,,2024,6/12/24,Bleckley,CGA,Hair Snare,11,6,,,,32.42075,-83.45467,,
923,923,432-24,UGA_173101_P011_WF02,HS 086,4,7/3/24,B,10+,,,,,,2024,7/3/24,Twiggs,CGA,Hair Snare,11,12,,,,32.50180,-83.48859,,
924,924,433-24,UGA_173101_P011_WG02,HS 027,6,7/18/24,T,6 to 10,,,,,,2024,7/18/24,Houston,CGA,Hair Snare,11,8,,Not Good Follicles,,32.44472,-83.50545,,
925,925,434-24,UGA_173101_P011_WD03,HS 045,7,7/25/24,B,10+,,,,,,2024,7/25/24,Houston,CGA,Hair Snare,11,8,,,,32.49782,-83.57367,,
925,925,434-24,UGA_173101_P011_WH02,HS 045,7,7/25/24,B,10+,,,,,,2024,7/25/24,Houston,CGA,Hair Snare,11,12,,,,32.49782,-83.57367,,
926,926,435-24,UGA_173101_P011_WA03,HS 120,5,7/8/24,B,10+,,,,,,2024,7/8/24,Twiggs,CGA,Hair Snare,11,18,,,,32.57003,-83.50392,,
927,927,437-24,UGA_173101_P011_WB03,HS 076,5,7/10/24,T,10+,,,,,,2024,7/10/24,Bleckley,CGA,Hair Snare,11,10,,,,32.47301,-83.43739,,
928,928,438-24,UGA_173101_P011_WC03,HS 123,2,6/18/24,T,6 to 10,,,,,,2024,6/18/24,Twiggs,CGA,Hair Snare,11,8,,Not Good Follicles,,32.57586,-83.44059,,
929,929,439-24,UGA_173101_P011_WE03,HS 066,6,7/17/24,T,10+,,,,,,2024,7/17/24,Bleckley,CGA,Hair Snare,11,15,,,,32.42799,-83.46671,,
930,930,440-24,UGA_173101_P011_WF03,HS 065,2,6/19/24,T,6 to 10,,,,,,2024,6/19/24,Bleckley,CGA,Hair Snare,11,8,,,,32.42075,-83.45467,,
931,931,441-24,UGA_173101_P011_WG03,HS 073,2,6/19/24,T,6 to 10,,,,,,2024,6/19/24,Bleckley,CGA,Hair Snare,11,8,,,,32.45933,-83.47077,,
932,932,442-24,UGA_173101_P011_WH03,HS 071,5,7/10/24,T,10+,,,,,,2024,7/10/24,Bleckley,CGA,Hair Snare,11,10,,,,32.45016,-83.47970,,
933,933,443-24,UGA_173101_P011_WA04,HS 032,6,7/18/24,B,10+,,,,,,2024,7/18/24,Houston,CGA,Hair Snare,11,19,,,,32.45173,-83.51407,,
934,934,444-24,UGA_173101_P011_WB04,HS 065,1,6/12/24,T,10+,,,,,,2024,6/12/24,Bleckley,CGA,Hair Snare,11,8,,Not Good Follicles,,32.42075,-83.45467,,
935,935,445-24,UGA_173101_P011_WC04,HS 123,2,6/18/24,T,10+,,,,,,2024,6/18/24,Twiggs,CGA,Hair Snare,11,7,,Not Good Follicles,,32.57586,-83.44059,,
936,936,446-24,UGA_173101_P011_WD04,HS 086,4,7/3/24,T,10+,,,,,,2024,7/3/24,Twiggs,CGA,Hair Snare,11,11,,,,32.50180,-83.48859,,
937,937,447-24,UGA_173101_P011_WE04,HS 118,2,6/21/24,T,6 to 10,,,,,,2024,6/21/24,Twiggs,CGA,Hair Snare,11,6,,,,32.56782,-83.52305,,
938,938,448-24,UGA_173101_P011_WF04,HS 051,5,7/10/24,B,10+,,,,,,2024,7/10/24,Houston,CGA,Hair Snare,11,24,,,,32.50791,-83.54721,,
939,939,449-24,UGA_173101_P011_WG04,HS 123,3,6/25/24,B,6 to 10,,,,,,2024,6/25/24,Twiggs,CGA,Hair Snare,11,5,,,,32.57586,-83.44059,,
940,940,450-24,UGA_173101_P011_WH04,HS 030,6,7/18/24,B,10+,,,,,,2024,7/18/24,Houston,CGA,Hair Snare,11,17,,,,32.45655,-83.54399,,
941,941,451-24,UGA_173101_P011_WA05,HS 025,6,7/18/24,T,10+,,,,,,2024,7/18/24,Houston,CGA,Hair Snare,11,13,,,,32.43851,-83.49664,,
942,942,452-24,UGA_173101_P011_WB05,HS 120,5,7/8/24,T,10+,,,,,,2024,7/8/24,Twiggs,CGA,Hair Snare,11,15,,,,32.57003,-83.50392,,
943,943,453-24,UGA_173101_P011_WC05,HS 036,1,6/13/24,T,10+,,,,,,2024,6/13/24,Houston,CGA,Hair Snare,11,8,,,,32.46896,-83.55585,,
944,944,454-24,UGA_173101_P011_WD05,HS 050,4,7/4/24,T,10+,,,,,,2024,7/4/24,Houston,CGA,Hair Snare,11,8,,,,32.50752,-83.55628,,
945,945,455-24,UGA_173101_P011_WE05,HS 038,3,6/27/24,T,6 to 10,,,,,,2024,6/27/24,Houston,CGA,Hair Snare,11,8,,,,32.47396,-83.50776,,
946,946,457-24,UGA_173101_P011_WF05,HS 024,2,6/20/24,T,6 to 10,,,,,,2024,6/20/24,Houston,CGA,Hair Snare,11,13,,,,32.42724,-83.49291,,
947,947,458-24,UGA_173101_P011_WG05,HS 042,6,7/18/24,T,10+,,,,,,2024,7/18/24,Houston,CGA,Hair Snare,11,12,,,,32.48712,-83.55912,,
948,948,459-24,UGA_173101_P011_WA06,HS 120,5,7/8/24,T,6 to 10,,,,,,2024,7/8/24,Twiggs,CGA,Hair Snare,11,8,,,,32.57003,-83.50392,,
949,949,460-24,UGA_173101_P011_WB06,HS 031,3,6/27/24,B,6 to 10,,,,,,2024,6/27/24,Houston,CGA,Hair Snare,11,7,,,,32.45188,-83.53431,,
950,950,461-24,UGA_173101_P011_WC06,HS 137,4,7/1/24,T,6 to 10,,,,,,2024,7/1/24,Twiggs,CGA,Hair Snare,11,8,,,,32.53880,-83.45134,,
951,951,462-24,UGA_173101_P011_WD06,HS 123,3,6/25/24,B,6 to 10,,,,,,2024,6/25/24,Twiggs,CGA,Hair Snare,11,8,,,,32.57586,-83.44059,,
952,952,463-24,UGA_173101_P011_WE06,HS 110,6,7/15/24,B,10+,,,,,,2024,7/15/24,Twiggs,CGA,Hair Snare,11,19,,,,32.54697,-83.47593,,
953,953,464-24,UGA_173101_P011_WF06,HS 027,4,7/4/24,B,10+,,,,,,2024,7/4/24,Houston,CGA,Hair Snare,11,20,,,,32.44472,-83.50545,,
954,954,465-24,UGA_173101_P011_WG06,HS 030,6,7/18/24,T,10+,,,,,,2024,7/18/24,Houston,CGA,Hair Snare,11,8,,,,32.45655,-83.54399,,
955,955,466-24,UGA_173101_P011_WH06,HS 139,3,6/25/24,B,10+,,,,,,2024,6/25/24,Twiggs,CGA,Hair Snare,11,10,,,,32.54836,-83.40818,,
956,956,467-24,UGA_173101_P011_WA07,HS 077,5,7/9/24,T,10+,,,,,,2024,7/9/24,Twiggs,CGA,Hair Snare,11,23,,,,32.48167,-83.46453,,
957,957,468-24,UGA_173101_P011_WB07,HS 043,6,7/18/24,T,10+,,,,,,2024,7/18/24,Houston,CGA,Hair Snare,11,8,,,,32.48799,-83.54105,,
958,958,469-24,UGA_173101_P011_WC07,HS 038,3,6/27/24,B,6 to 10,,,,,,2024,6/27/24,Houston,CGA,Hair Snare,11,9,,,,32.47396,-83.50776,,
959,959,471-24,UGA_173101_P011_WD07,HS 033,7,7/25/24,B,10+,,,,,,2024,7/25/24,Houston,CGA,Hair Snare,11,19,,,,32.45800,-83.52334,,
960,960,472-24,UGA_173101_P011_WE07,HS 077,2,6/19/24,T,6 to 10,,,,,,2024,6/19/24,Twiggs,CGA,Hair Snare,11,5,,Not Good Follicles,,32.48167,-83.46453,,
961,961,473-24,UGA_173101_P011_WF07,HS 118,1,6/14/24,T,10+,,,,,,2024,6/14/24,Twiggs,CGA,Hair Snare,11,8,,,,32.56782,-83.52305,,
962,962,474-24,UGA_173101_P011_WG07,HS 027,7,7/25/24,B,10+,,,,,,2024,7/25/24,Houston,CGA,Hair Snare,11,8,,,,32.44472,-83.50545,,
963,963,475-24,UGA_173101_P011_WH05,HS 118,1,6/14/24,B,10+,,,,,,2024,6/14/24,Twiggs,CGA,Hair Snare,11,9,,,,32.56782,-83.52305,,
963,963,475-24,UGA_173101_P011_WH07,HS 118,1,6/14/24,B,10+,,,,,,2024,6/14/24,Twiggs,CGA,Hair Snare,11,9,,,,32.56782,-83.52305,,
964,964,476-24,UGA_173101_P011_WA08,HS 041,1,6/13/24,B,10+,,,,,,2024,6/13/24,Houston,CGA,Hair Snare,11,10,,,,32.48639,-83.57415,,
965,965,477-24,UGA_173101_P011_WC08,HS 118,1,6/14/24,B,10+,,,,,,2024,6/14/24,Twiggs,CGA,Hair Snare,11,8,,,,32.56782,-83.52305,,
966,966,478-24,UGA_173101_P011_WD08,HS 144,4,7/4/24,B,10+,,,,,,2024,7/4/24,Houston,CGA,Hair Snare,11,20,,,,32.48561,-83.52997,,
967,967,479-24,UGA_173101_P011_WE08,HS 042,5,7/11/24,B,10+,,,,,,2024,7/11/24,Houston,CGA,Hair Snare,11,19,,,,32.48712,-83.55912,,
968,968,480-24,UGA_173101_P011_WF08,HS 023,2,6/20/24,T,10+,,,,,,2024,6/20/24,Houston,CGA,Hair Snare,11,7,,,,32.41457,-83.48660,,
969,969,481-24,UGA_173101_P011_WG08,HS 012,7,7/22/24,T,6 to 10,,,,,,2024,7/22/24,Houston,CGA,Hair Snare,11,9,,,,32.39073,-83.56828,,
970,970,482-24,UGA_173101_P011_WH08,HS 008,7,7/23/24,T,10+,,,,,,2024,7/23/24,Houston,CGA,Hair Snare,11,12,,,,32.41673,-83.59290,,
971,971,483-24,UGA_173101_P011_WA09,HS 030,2,6/20/24,T,10+,,,,,,2024,6/20/24,Houston,CGA,Hair Snare,11,20,,,,32.45655,-83.54399,,
972,972,484-24,UGA_173101_P011_WB09,HS 120,5,7/8/24,B,10+,,,,,,2024,7/8/24,Twiggs,CGA,Hair Snare,11,20,,,,32.57003,-83.50392,,
973,973,485-24,UGA_173101_P011_WC09,HS 116,4,7/1/24,T,10+,,,,,,2024,7/1/24,Twiggs,CGA,Hair Snare,11,20,,,,32.55930,-83.45468,,
974,974,486-24,UGA_173101_P011_WD09,HS 045,6,7/18/24,T,10+,,,,,,2024,7/18/24,Houston,CGA,Hair Snare,11,20,,,,32.49782,-83.57367,,
975,975,487-24,UGA_173101_P011_WE09,HS 031,1,6/13/24,T,6 to 10,,,,,,2024,6/13/24,Houston,CGA,Hair Snare,11,7,,,,32.45188,-83.53431,,
976,976,488-24,UGA_173101_P011_WF09,HS 133,7,7/26/24,T,6 to 10,,,,,,2024,7/26/24,Twiggs,CGA,Hair Snare,11,10,,,,32.64177,-83.50308,,
977,977,489-24,UGA_173101_P011_WG09,HS 050,2,6/20/24,T,6 to 10,,,,,,2024,6/20/24,Houston,CGA,Hair Snare,11,9,,,,32.50752,-83.55628,,
978,978,490-24,UGA_173101_P011_WH09,HS 033,6,7/18/24,T,10+,,,,,,2024,7/18/24,Houston,CGA,Hair Snare,11,20,,,,32.45800,-83.52334,,
979,979,491-24,UGA_173101_P011_WA10,HS 085,6,7/17/24,T,10+,,,,,,2024,7/17/24,Twiggs,CGA,Hair Snare,11,13,,,,32.50086,-83.50836,,
980,980,492-24,UGA_173101_P011_WB10,HS 066,5,7/10/24,B,10+,,,,,,2024,7/10/24,Bleckley,CGA,Hair Snare,11,15,,,,32.42799,-83.46671,,
981,981,493-24,UGA_173101_P011_WC10,HS 045,3,6/27/24,T,6 to 10,,,,,,2024,6/27/24,Houston,CGA,Hair Snare,11,4,,,,32.49782,-83.57367,,
982,982,494-24,UGA_173101_P011_WD10,HS 042,7,7/25/24,B,10+,,,,,,2024,7/25/24,Houston,CGA,Hair Snare,11,7,,,,32.48712,-83.55912,,
983,983,495-24,UGA_173101_P011_WE10,HS 079,2,6/19/24,T,10+,,,,,,2024,6/19/24,Twiggs,CGA,Hair Snare,11,10,,,,32.49081,-83.43561,,
984,984,496-24,UGA_173101_P011_WF10,HS 017,3,6/25/24,T,10+,,,,,,2024,6/25/24,Houston,CGA,Hair Snare,11,20,,,,32.40415,-83.54735,,
985,985,497-24,UGA_173101_P011_WG10,HS 048,2,6/20/24,B,10+,,,,,,2024,6/20/24,Houston,CGA,Hair Snare,11,11,,,,32.50203,-83.54106,,
986,986,498-24,UGA_173101_P011_WH10,HS 043,1,6/13/24,T,10+,,,,,,2024,6/13/24,Houston,CGA,Hair Snare,11,12,,,,32.48799,-83.54105,,
987,987,499-24,UGA_173101_P011_WB11,HS 024,2,6/20/24,B,10+,,,,,,2024,6/20/24,Houston,CGA,Hair Snare,11,18,,,,32.42724,-83.49291,,
988,988,500-24,UGA_173101_P011_WC11,HS 043,5,7/11/24,T,10+,,,,,,2024,7/11/24,Houston,CGA,Hair Snare,11,9,,,,32.48799,-83.54105,,
989,989,516-24,UGA_173101_P011_WD11,HS 040,6,7/18/24,B,10+,,,,,,2024,7/18/24,Houston,CGA,Hair Snare,11,14,,,,32.47500,-83.52335,,
990,990,531-24,UGA_173101_P011_WE11,HS 098,3,6/24/24,T,10+,,,,,,2024,6/24/24,Twiggs,CGA,Hair Snare,11,14,,,,32.53991,-83.47588,,
991,991,547-24,UGA_173101_P011_WF11,HS 056,7,7/24/24,B,6 to 10,,,,,,2024,7/24/24,Pulaski,CGA,Hair Snare,11,10,,,,32.35842,-83.48504,,
992,992,548-24,UGA_173101_P011_WG11,HS 109,1,6/10/24,T,6 to 10,,,,,,2024,6/10/24,Twiggs,CGA,Hair Snare,11,7,,,,32.55027,-83.48756,,
993,993,569-24,UGA_173101_P011_WH11,HS 070,7,7/24/24,T,10+,,,,,,2024,7/24/24,Bleckley,CGA,Hair Snare,11,17,,,,32.44693,-83.45346,,
994,994,585-24,UGA_173101_P011_WA12,HS 004,5,7/9/24,T,10+,,,,,,2024,7/9/24,Houston,CGA,Hair Snare,11,14,,,,32.40027,-83.64835,,
995,995,613-24,UGA_173101_P011_WB12,HS 006,7,7/23/24,B,10+,,,,,,2024,7/23/24,Houston,CGA,Hair Snare,11,20,,,,32.41920,-83.62227,,
996,996,716-24,UGA_173101_P011_WC12,HS 095,2,6/17/24,T,10+,,,,,,2024,6/17/24,Twiggs,CGA,Hair Snare,11,1,,Bad sample but included as it is the only one from this snare,,32.51743,-83.46700,,
997,997,774-24,UGA_173101_P011_WD12,HS 084,2,6/19/24,T,10+,,,,,,2024,6/19/24,Twiggs,CGA,Hair Snare,11,19,,,,32.49072,-83.47800,,
998,998,799-24,UGA_173101_P011_WE12,HS 072,3,6/26/24,B,10+,,,,,,2024,6/26/24,Twiggs,CGA,Hair Snare,11,9,,,,32.45984,-83.48744,,
999,999,1179-24,UGA_173101_P011_WF12,HS 104,4,7/6/24,B,6 to 10,,,,,,2024,7/6/24,Twiggs,CGA,Hair Snare,11,8,,,,32.51978,-83.38599,,
1000,1000,1013-24,UGA_173101_P011_WB08,HS 126,7,7/23/24,B,6 to 10,,,,,,2024,7/23/24,Twiggs,CGA,Hair Snare,11,7,,,,32.59076,-83.44125,,
1000,1000,1013-24,UGA_173101_P011_WG12,HS 126,7,7/23/24,B,6 to 10,,,,,,2024,7/23/24,Twiggs,CGA,Hair Snare,11,10,,,,32.59076,-83.44125,,
1183,1183,91.B.13,UGA_173101_P013_WE12,,,,,,,CGBB_F_2022_04,606-293-566,84335,F,2022,6/28/22,Twiggs,CGA,Capture,11,UNK,,Bear Creek - First Foster Mom. Later 87804,,32.52858,-83.47398,,
1001,1001,1-C,UGA_173101_P012_WA01,,,,,,,CGBB_M_2023_01,606-859-863,Bear 155,M,2023,6/9/23,Houston,CGA,Capture,12,20,,,Boundary,32.49688,-83.52831,,
1001,1001,1-C,UGA_173101_P012_WD01,,,,,,,CGBB_M_2023_01,606-859-863,Bear 155,M,2023,6/9/23,Houston,CGA,Capture,12,17,,,Boundary,32.49688,-83.52831,,
1002,1002,2-C,UGA_173101_P012_WB01,,,,,,,CGBB_F_2023_02,606-290-821,87807,F,2023,6/9/23,Houston,CGA,Capture,12,30,,,BBS 15,32.44325,-83.52324,,
1003,1003,3-C,UGA_173101_P012_WC01,,,,,,,CGBB_M_2023_03,606-300-533,Bear 154,M,2023,6/10/23,Houston,CGA,Capture,12,15,,,Maverick,32.48687,-83.51105,,
1004,1004,4-C,UGA_173101_P012_WE01,,,,,,,CGBB_F_2023_04,606-299-094,87806,F,2023,6/10/23,Houston,CGA,Capture,12,11,,,Boundary,32.49688,-83.52831,,
1005,1005,5-C,UGA_173101_P012_WF01,,,,,,,CGBB_F_2023_05,606-855-561,87813,F,2023,6/11/23,Houston,CGA,Capture,12,18,Missing Left Ear,,Maverick,32.48687,-83.51105,,
1006,1006,6-C,UGA_173101_P012_WG01,,,,,,,CGBB_F_2023_06,606-855-820,87812,F,2023,6/13/23,Bleckley,CGA,Capture,12,20,,,BBS 158,32.43353,-83.44231,,
1007,1007,7-C,UGA_173101_P012_WH01,,,,,,,CGBB_F_2023_07,606-857-103,87816,F,2023,6/18/23,Twiggs,CGA,Capture,12,100,Missing Top Anterior Teeth Between Canines,,"Homeplace (""Trolli"")",32.52819,-83.45724,,
1008,1008,8-C,UGA_173101_P012_WA02,,,,,,,CGBB_M_2023_08,606-852-532,Bear 158,M,2023,6/19/23,Houston,CGA,Capture,12,18,,,Maverick,32.48687,-83.51105,,
1009,1009,9-C,UGA_173101_P012_WB02,,,,,,,CGBB_M_2023_09,606-857-597,Bear 159,M,2023,6/20/23,Houston,CGA,Capture,12,22,,,BBS 15,32.44325,-83.52324,,
1010,1010,10-C,UGA_173101_P012_WD02,,,,,,,CGBB_M_2023_10,606-295-558,Bear 03011,M,2023,6/20/23,Houston,CGA,Capture,12,15,,,BBS 15,32.44325,-83.52324,,
1011,1011,11-C,UGA_173101_P012_WE02,,,,,,,CGBB_F_2023_11,606-857-861,87815,F,2023,6/23/23,Twiggs,CGA,Capture,12,20,,,"Homeplace (""Trolli"")",32.52819,-83.45724,,
1012,1012,12-C,UGA_173101_P012_WC02,,,,,,,CGBB_M_2023_12,606-856-875,Bear 141,M,2023,6/26/23,Twiggs,CGA,Capture,12,20,,,Hidden Feeder,32.50505,-83.47883,,
1013,1013,13-C,UGA_173101_P012_WG02,,,,,,,CGBB_M_2023_13,606-859-119,Bear 139,M,2023,6/27/23,Twiggs,CGA,Capture,12,50,,,"Homeplace (""Trolli"")",32.52819,-83.45724,,
